CAT,9759,2741,0,CAT,det är 78.07% en kat och 21.93% en hund
CAT,946,11554,0,DOG,det är 7.57% en kat och 92.43% en hund
CAT,6641,5859,0,CAT,det är 53.13% en kat och 46.87% en hund
CAT,9672,2828,0,CAT,det är 77.38% en kat och 22.62% en hund
CAT,12444,56,0,CAT,det är 99.55% en kat och 0.45% en hund
CAT,4376,8124,0,DOG,det är 35.01% en kat och 64.99% en hund
CAT,2092,10408,0,DOG,det är 16.74% en kat och 83.26% en hund
CAT,1136,11364,0,DOG,det är 9.09% en kat och 90.91% en hund
CAT,6238,6262,0,DOG,det är 49.90% en kat och 50.10% en hund
CAT,5596,6904,0,DOG,det är 44.77% en kat och 55.23% en hund
CAT,10961,1539,0,CAT,det är 87.69% en kat och 12.31% en hund
CAT,10496,2004,0,CAT,det är 83.97% en kat och 16.03% en hund
CAT,887,11613,0,DOG,det är 7.10% en kat och 92.90% en hund
CAT,7202,5298,0,CAT,det är 57.62% en kat och 42.38% en hund
CAT,2774,9726,0,DOG,det är 22.19% en kat och 77.81% en hund
CAT,11446,1054,0,CAT,det är 91.57% en kat och 8.43% en hund
CAT,5111,7389,0,DOG,det är 40.89% en kat och 59.11% en hund
CAT,11538,962,0,CAT,det är 92.30% en kat och 7.70% en hund
CAT,5149,7351,0,DOG,det är 41.19% en kat och 58.81% en hund
CAT,1039,11461,0,DOG,det är 8.31% en kat och 91.69% en hund
CAT,10726,1774,0,CAT,det är 85.81% en kat och 14.19% en hund
CAT,8397,4103,0,CAT,det är 67.18% en kat och 32.82% en hund
CAT,8833,3667,0,CAT,det är 70.66% en kat och 29.34% en hund
CAT,10394,2106,0,CAT,det är 83.15% en kat och 16.85% en hund
CAT,10194,2306,0,CAT,det är 81.55% en kat och 18.45% en hund
CAT,3435,9065,0,DOG,det är 27.48% en kat och 72.52% en hund
CAT,300,12200,0,DOG,det är 2.40% en kat och 97.60% en hund
CAT,5895,6605,0,DOG,det är 47.16% en kat och 52.84% en hund
CAT,12494,6,0,CAT,det är 99.95% en kat och 0.05% en hund
CAT,4066,8434,0,DOG,det är 32.53% en kat och 67.47% en hund
CAT,5783,6717,0,DOG,det är 46.26% en kat och 53.74% en hund
CAT,5541,6959,0,DOG,det är 44.33% en kat och 55.67% en hund
CAT,11123,1377,0,CAT,det är 88.98% en kat och 11.02% en hund
CAT,12,12488,0,DOG,det är 0.10% en kat och 99.90% en hund
CAT,5520,6980,0,DOG,det är 44.16% en kat och 55.84% en hund
CAT,2730,9770,0,DOG,det är 21.84% en kat och 78.16% en hund
CAT,2523,9977,0,DOG,det är 20.18% en kat och 79.82% en hund
CAT,7430,5070,0,CAT,det är 59.44% en kat och 40.56% en hund
CAT,4334,8166,0,DOG,det är 34.67% en kat och 65.33% en hund
CAT,9150,3350,0,CAT,det är 73.20% en kat och 26.80% en hund
CAT,5100,7400,0,DOG,det är 40.80% en kat och 59.20% en hund
CAT,10415,2085,0,CAT,det är 83.32% en kat och 16.68% en hund
CAT,7492,5008,0,CAT,det är 59.94% en kat och 40.06% en hund
CAT,9244,3256,0,CAT,det är 73.95% en kat och 26.05% en hund
CAT,1210,11290,0,DOG,det är 9.68% en kat och 90.32% en hund
CAT,4587,7913,0,DOG,det är 36.70% en kat och 63.30% en hund
CAT,4552,7948,0,DOG,det är 36.42% en kat och 63.58% en hund
CAT,3557,8943,0,DOG,det är 28.46% en kat och 71.54% en hund
CAT,10007,2493,0,CAT,det är 80.06% en kat och 19.94% en hund
CAT,7872,4628,0,CAT,det är 62.98% en kat och 37.02% en hund
CAT,11118,1382,0,CAT,det är 88.94% en kat och 11.06% en hund
CAT,8184,4316,0,CAT,det är 65.47% en kat och 34.53% en hund
CAT,6781,5719,0,CAT,det är 54.25% en kat och 45.75% en hund
CAT,6468,6032,0,CAT,det är 51.74% en kat och 48.26% en hund
CAT,7233,5267,0,CAT,det är 57.86% en kat och 42.14% en hund
CAT,1382,11118,0,DOG,det är 11.06% en kat och 88.94% en hund
CAT,1422,11078,0,DOG,det är 11.38% en kat och 88.62% en hund
CAT,1153,11347,0,DOG,det är 9.22% en kat och 90.78% en hund
CAT,5736,6764,0,DOG,det är 45.89% en kat och 54.11% en hund
CAT,10055,2445,0,CAT,det är 80.44% en kat och 19.56% en hund
CAT,8295,4205,0,CAT,det är 66.36% en kat och 33.64% en hund
CAT,10223,2277,0,CAT,det är 81.78% en kat och 18.22% en hund
CAT,10368,2132,0,CAT,det är 82.94% en kat och 17.06% en hund
CAT,5739,6761,0,DOG,det är 45.91% en kat och 54.09% en hund
CAT,5238,7262,0,DOG,det är 41.90% en kat och 58.10% en hund
CAT,6043,6457,0,DOG,det är 48.34% en kat och 51.66% en hund
CAT,2131,10369,0,DOG,det är 17.05% en kat och 82.95% en hund
CAT,10242,2258,0,CAT,det är 81.94% en kat och 18.06% en hund
CAT,4545,7955,0,DOG,det är 36.36% en kat och 63.64% en hund
CAT,5600,6900,0,DOG,det är 44.80% en kat och 55.20% en hund
CAT,2430,10070,0,DOG,det är 19.44% en kat och 80.56% en hund
CAT,84,12416,0,DOG,det är 0.67% en kat och 99.33% en hund
CAT,1996,10504,0,DOG,det är 15.97% en kat och 84.03% en hund
CAT,6261,6239,0,CAT,det är 50.09% en kat och 49.91% en hund
CAT,7561,4939,0,CAT,det är 60.49% en kat och 39.51% en hund
CAT,5905,6595,0,DOG,det är 47.24% en kat och 52.76% en hund
CAT,9095,3405,0,CAT,det är 72.76% en kat och 27.24% en hund
CAT,11179,1321,0,CAT,det är 89.43% en kat och 10.57% en hund
CAT,11395,1105,0,CAT,det är 91.16% en kat och 8.84% en hund
CAT,10687,1813,0,CAT,det är 85.50% en kat och 14.50% en hund
CAT,5142,7358,0,DOG,det är 41.14% en kat och 58.86% en hund
CAT,10287,2213,0,CAT,det är 82.30% en kat och 17.70% en hund
CAT,4328,8172,0,DOG,det är 34.62% en kat och 65.38% en hund
CAT,6264,6236,0,CAT,det är 50.11% en kat och 49.89% en hund
CAT,11914,586,0,CAT,det är 95.31% en kat och 4.69% en hund
CAT,12439,61,0,CAT,det är 99.51% en kat och 0.49% en hund
CAT,9354,3146,0,CAT,det är 74.83% en kat och 25.17% en hund
CAT,4787,7713,0,DOG,det är 38.30% en kat och 61.70% en hund
CAT,9187,3313,0,CAT,det är 73.50% en kat och 26.50% en hund
CAT,2966,9534,0,DOG,det är 23.73% en kat och 76.27% en hund
CAT,1099,11401,0,DOG,det är 8.79% en kat och 91.21% en hund
CAT,4437,8063,0,DOG,det är 35.50% en kat och 64.50% en hund
CAT,2663,9837,0,DOG,det är 21.30% en kat och 78.70% en hund
CAT,10822,1678,0,CAT,det är 86.58% en kat och 13.42% en hund
CAT,7056,5444,0,CAT,det är 56.45% en kat och 43.55% en hund
CAT,9753,2747,0,CAT,det är 78.02% en kat och 21.98% en hund
CAT,559,11941,0,DOG,det är 4.47% en kat och 95.53% en hund
CAT,8122,4378,0,CAT,det är 64.98% en kat och 35.02% en hund
CAT,11136,1364,0,CAT,det är 89.09% en kat och 10.91% en hund
CAT,6309,6191,0,CAT,det är 50.47% en kat och 49.53% en hund
CAT,9791,2709,0,CAT,det är 78.33% en kat och 21.67% en hund
CAT,6951,5549,0,CAT,det är 55.61% en kat och 44.39% en hund
CAT,2469,10031,0,DOG,det är 19.75% en kat och 80.25% en hund
CAT,391,12109,0,DOG,det är 3.13% en kat och 96.87% en hund
CAT,3914,8586,0,DOG,det är 31.31% en kat och 68.69% en hund
CAT,6066,6434,0,DOG,det är 48.53% en kat och 51.47% en hund
CAT,1206,11294,0,DOG,det är 9.65% en kat och 90.35% en hund
CAT,11666,834,0,CAT,det är 93.33% en kat och 6.67% en hund
CAT,2147,10353,0,DOG,det är 17.18% en kat och 82.82% en hund
CAT,2762,9738,0,DOG,det är 22.10% en kat och 77.90% en hund
CAT,7285,5215,0,CAT,det är 58.28% en kat och 41.72% en hund
CAT,11850,650,0,CAT,det är 94.80% en kat och 5.20% en hund
CAT,3397,9103,0,DOG,det är 27.18% en kat och 72.82% en hund
CAT,2641,9859,0,DOG,det är 21.13% en kat och 78.87% en hund
CAT,231,12269,0,DOG,det är 1.85% en kat och 98.15% en hund
CAT,4172,8328,0,DOG,det är 33.38% en kat och 66.62% en hund
CAT,4956,7544,0,DOG,det är 39.65% en kat och 60.35% en hund
CAT,5841,6659,0,DOG,det är 46.73% en kat och 53.27% en hund
CAT,12204,296,0,CAT,det är 97.63% en kat och 2.37% en hund
CAT,12252,248,0,CAT,det är 98.02% en kat och 1.98% en hund
CAT,9281,3219,0,CAT,det är 74.25% en kat och 25.75% en hund
CAT,6454,6046,0,CAT,det är 51.63% en kat och 48.37% en hund
CAT,158,12342,0,DOG,det är 1.26% en kat och 98.74% en hund
CAT,5562,6938,0,DOG,det är 44.50% en kat och 55.50% en hund
CAT,11018,1482,0,CAT,det är 88.14% en kat och 11.86% en hund
CAT,8289,4211,0,CAT,det är 66.31% en kat och 33.69% en hund
CAT,4817,7683,0,DOG,det är 38.54% en kat och 61.46% en hund
CAT,2397,10103,0,DOG,det är 19.18% en kat och 80.82% en hund
CAT,9715,2785,0,CAT,det är 77.72% en kat och 22.28% en hund
CAT,12389,111,0,CAT,det är 99.11% en kat och 0.89% en hund
CAT,805,11695,0,DOG,det är 6.44% en kat och 93.56% en hund
CAT,12335,165,0,CAT,det är 98.68% en kat och 1.32% en hund
CAT,7417,5083,0,CAT,det är 59.34% en kat och 40.66% en hund
CAT,12242,258,0,CAT,det är 97.94% en kat och 2.06% en hund
CAT,3044,9456,0,DOG,det är 24.35% en kat och 75.65% en hund
CAT,1482,11018,0,DOG,det är 11.86% en kat och 88.14% en hund
CAT,4330,8170,0,DOG,det är 34.64% en kat och 65.36% en hund
CAT,9359,3141,0,CAT,det är 74.87% en kat och 25.13% en hund
CAT,7521,4979,0,CAT,det är 60.17% en kat och 39.83% en hund
CAT,426,12074,0,DOG,det är 3.41% en kat och 96.59% en hund
CAT,6555,5945,0,CAT,det är 52.44% en kat och 47.56% en hund
CAT,1822,10678,0,DOG,det är 14.58% en kat och 85.42% en hund
CAT,3220,9280,0,DOG,det är 25.76% en kat och 74.24% en hund
CAT,4364,8136,0,DOG,det är 34.91% en kat och 65.09% en hund
CAT,11273,1227,0,CAT,det är 90.18% en kat och 9.82% en hund
CAT,2520,9980,0,DOG,det är 20.16% en kat och 79.84% en hund
CAT,363,12137,0,DOG,det är 2.90% en kat och 97.10% en hund
CAT,2544,9956,0,DOG,det är 20.35% en kat och 79.65% en hund
CAT,3619,8881,0,DOG,det är 28.95% en kat och 71.05% en hund
CAT,8852,3648,0,CAT,det är 70.82% en kat och 29.18% en hund
CAT,12267,233,0,CAT,det är 98.14% en kat och 1.86% en hund
CAT,3487,9013,0,DOG,det är 27.90% en kat och 72.10% en hund
CAT,7074,5426,0,CAT,det är 56.59% en kat och 43.41% en hund
CAT,11733,767,0,CAT,det är 93.86% en kat och 6.14% en hund
CAT,2216,10284,0,DOG,det är 17.73% en kat och 82.27% en hund
CAT,3175,9325,0,DOG,det är 25.40% en kat och 74.60% en hund
CAT,11348,1152,0,CAT,det är 90.78% en kat och 9.22% en hund
CAT,7139,5361,0,CAT,det är 57.11% en kat och 42.89% en hund
CAT,271,12229,0,DOG,det är 2.17% en kat och 97.83% en hund
CAT,915,11585,0,DOG,det är 7.32% en kat och 92.68% en hund
CAT,11035,1465,0,CAT,det är 88.28% en kat och 11.72% en hund
CAT,3053,9447,0,DOG,det är 24.42% en kat och 75.58% en hund
CAT,3164,9336,0,DOG,det är 25.31% en kat och 74.69% en hund
CAT,4227,8273,0,DOG,det är 33.82% en kat och 66.18% en hund
CAT,11019,1481,0,CAT,det är 88.15% en kat och 11.85% en hund
CAT,7228,5272,0,CAT,det är 57.82% en kat och 42.18% en hund
CAT,3040,9460,0,DOG,det är 24.32% en kat och 75.68% en hund
CAT,5350,7150,0,DOG,det är 42.80% en kat och 57.20% en hund
CAT,2793,9707,0,DOG,det är 22.34% en kat och 77.66% en hund
CAT,9505,2995,0,CAT,det är 76.04% en kat och 23.96% en hund
CAT,264,12236,0,DOG,det är 2.11% en kat och 97.89% en hund
CAT,6601,5899,0,CAT,det är 52.81% en kat och 47.19% en hund
CAT,6438,6062,0,CAT,det är 51.50% en kat och 48.50% en hund
CAT,11796,704,0,CAT,det är 94.37% en kat och 5.63% en hund
